Show,Season,User_Ratings,Audience_Score,Critic_Ratings,Tomatometer
Town Haul,6,59,73,7,100
The Sci-Fi Files,1,328,96,14,93
The Sci-Fi Files,2,219,97,8,88
The Sci-Fi Files,3,189,97,8,88
The Sci-Fi Files,4,169,96,6,100
The Sci-Fi Files,5,166,95,6,67
The Sci-Fi Files,6,153,94,6,83
The Sci-Fi Files,7,144,86,9,78
The Sci-Fi Files,8,143,71,9,67
The Sci-Fi Files,9,167,56,9,22
The Sci-Fi Files,10,1569,73,56,64
The Sci-Fi Files,11,448,78,41,77
Leaving Home,1,155,70,39,82
Leaving Home,2,149,36,8,100
Katie & Peter: Unleashed,1,66,87,7,100
The Venturers,1,41,90,11,55
Bella,1,197,98,10,100
Socialité,1,5,80,11,55
The Vibe,1,591,95,49,96
Sebeke,1,50,86,32,78
Justin Case,1,218,53,18,22
Mirrors,1,2532,93,16,98
Mirrors,2,1508,93,9,87
Mirrors,3,2291,93,65,86
Mirrors,4,1848,83,96,85
Mirrors,5,298,46,39,68
Famous,1,128,81,5,60
Cero cero,1,13,62,5,60
Guardians of the Wild,1,80,66,7,86
Verminators,1,90,86,34,76
Verminators,2,99,88,16,94
Toby & Tobias,1,631,88,35,91
Patsanki,1,1198,93,31,100
Patsanki,2,828,93,42,93
Patsanki,3,893,83,40,80
Patsanki,4,925,90,46,81
Patsanki,5,666,85,27,88
Patsanki,6,472,76,28,78
Patsanki,7,306,76,20,80
Patsanki,8,219,87,26,85
Who Is,1,219,85,67,57
The Bite,1,80,52,30,90
Titus & Fien TV,1,380,91,30,83
Titus & Fien TV,2,192,97,14,100
Titus & Fien TV,3,153,96,10,100
Titus & Fien TV,4,148,98,10,100
Titus & Fien TV,5,112,94,6,100
Titus & Fien TV,6,29,79,10,100
Bytes,1,855,88,45,82
Bytes,2,691,89,21,90
Bytes,3,454,93,21,95
Bytes,4,440,94,17,100
Bytes,5,495,90,21,100
Sundance,1,21,100,16,94
Yamimash,1,93,89,9,100
Draco,1,1083,57,54,70
Sciences,1,566,92,28,100
Cook Smart,1,118,79,17,65
Emershow,1,461,75,38,63
Emershow,2,382,77,11,100
Emershow,3,543,82,11,100
Emershow,4,565,81,12,100
Emershow,5,540,79,14,100
Nasa Edge,1,146,98,20,90
Nasa Edge,2,93,97,8,100
Castle Film,1,154,86,29,69
Castle Film,2,106,92,6,100
Castle Film,3,96,92,5,60
Castle Film,4,96,90,6,83
Castle Film,5,97,89,6,67
Castle Film,6,206,92,11,91
Castle Film,7,167,90,5,80
Castle Film,8,91,59,6,100
Egos & Icons,1,65,92,8,100
Toon Time,1,130,87,10,100
Chernov,1,2571,98,95,96
B.O.O.S.,1,10,89,6,100
Black Book,1,16,93,7,86
Expat,1,1977,94,44,77
Expat,2,1254,97,21,95
Expat,3,1799,97,26,100
Expat,4,1447,94,33,100
Grand'art,1,125,58,48,71
4ever,1,756,89,52,96
The Spartan,1,364,86,23,52
The Spartan,2,244,88,11,82
The Spartan,3,262,86,13,69
Extra/Ordinary,1,344,88,33,76
Great Cars,1,8,100,5,60
Country Cool,1,10,100,7,100
West Side,1,5,60,6,17
Hebe,1,40,92,9,78
The letter,1,232,50,21,57
Jams #unitipiùchemai,1,15,82,6,83
Urban Drama,1,3646,91,101,84
Urban Drama,2,1655,79,95,97
Hollywood Treasures,1,811,76,126,57
B/Real,1,48,69,20,100
The JACK Show,1,13,78,10,70
Webisodes,1,88,87,35,71
Webisodes,2,50,87,21,90
Webisodes,3,72,77,12,58
Webisodes,4,69,95,11,82
Webisodes,5,39,100,7,100
Achar!,1,19,54,10,50
The Other Show,1,6,100,16,81
Misty & Kristy,1,840,48,46,61
Kazoo,1,88,94,12,75
Aguri,1,55,87,37,70
Lucky Days,1,191,82,19,37
Lenny & Twiek,1,382,93,81,90
Miss Murder,1,15,92,6,100
Dream Town,1,19,82,5,100
Talks Music,1,65,94,8,100
Suika,1,11,55,20,70
Grossbusters,1,8,88,5,100
Food Rush,1,92,64,26,27
Walking the World,1,224,26,21,38
Element,1,272,86,62,85
Element,2,284,93,17,100
Element,3,217,84,14,100
Element,4,184,85,15,100
Element,5,92,88,6,100
Element,6,125,93,10,100
Element,7,50,96,13,85
Waterhole,1,257,88,10,50
Thrill Zone,1,193,75,54,93
Thrill Zone,2,28,57,16,81
Tanav,1,50,48,6,17
A.T.S.,1,50,48,6,17
Dawn Porter,1,48,87,21,95
Greek Idol,1,467,67,47,96
Gertie & Dolly,1,218,67,46,98
A Vaga,1,574,84,32,94
Saartalk.,1,50,76,5,60
Era,1,64,93,5,100
Stuff,1,45,78,29,55
1791,1,48,85,5,40
Smush,1,36,90,43,79
Smush,2,30,66,25,56
Soph,1,781,85,67,87
William à Midi,1,167,84,40,70
William à Midi,2,86,90,8,88
William à Midi,3,52,86,11,100
Hoepla,1,232,90,15,60
Hoepla,2,143,86,7,71
LOO,1,16,88,20,85
The Weather,1,7646,93,36,93
The Weather,2,331,92,77,89
Buusteri,1,52,67,8,100
Buskers,1,52,67,8,100
Televole,1,67,61,28,64
One Land,1,646,34,12,8
Nice Work,1,224,26,21,38
Whiskey & Wings,1,401,79,36,78
Recovered,1,52,73,6,100
Marven,1,251,87,26,27
Mania,1,2113,84,103,83
Friends & Lovers,1,157,90,20,65
De Amazone,1,76,95,12,42
Allegro,1,886,86,55,87
Tiara Girls,1,27,88,7,100
Liography,1,199,46,55,80
Stax,1,2553,56,66,86
Astros,1,35,86,8,100
Love & Hip Hop: Check Yourself,1,887,86,46,87
Love & Hip Hop: Check Yourself,2,239,85,27,96
Love & Hip Hop: Check Yourself,3,159,87,11,100
Picotine,1,8,40,29,59
Picnic,1,124,59,53,79
Bora,1,199,81,53,45
Love & Salsa,1,887,86,46,87
Love & Salsa,2,239,85,27,96
Love & Salsa,3,159,87,11,100
Ataman,1,109,85,12,67
Victims,1,34,89,24,75
Take the Dive,1,135,81,21,24
Juba & Lula,1,51,92,17,100
LA I.C.E,1,5075,96,9,56
Rika,1,33,94,6,100
CARnivore,1,26,85,23,57
CARnivore,2,17,88,10,50
Champion Road,1,857,87,59,97
Champion Road,2,309,88,22,100
Champion Road,3,231,90,22,95
Champion Road,4,221,67,23,100
Slated,1,6450,94,60,98
Slated,2,2779,90,39,89
Slated,3,998,95,20,92
Slated,4,747,95,19,97
Nasul,1,970,92,53,79
Nasul,2,264,94,11,100
Jetflix,1,56,56,12,100
Sheen Talk,1,48,92,11,73
Sheen Talk,2,33,96,7,100
Sheen Talk,3,58,90,14,100
Trainers,1,11,55,8,88
Downey,1,20,94,7,43
Pank,1,171,84,33,100
Truth,1,51,86,32,78
Fresh,1,706,87,52,90
Fresh,2,103,95,11,100
Fresh,3,45,80,9,100
Fresh,4,55,70,7,86
Transplanted,1,21,76,8,75
AT&T Blue Room,1,14,64,18,94
Dreckula,1,1086,57,54,70
Fien & Teun,1,11015,73,84,20
Fien & Teun,2,1617,70,47,55
Tuuri,1,113,70,20,70
The Mommy Show,1,57,69,11,82
Grounds,1,311,77,43,86
Know,1,175,89,57,74
Block,1,871,96,22,95
Block,2,129,85,9,100
Block,3,78,91,10,90
Score,1,77,40,25,76
Brink,1,320,84,40,55
Tom Daley,1,244,79,27,48
Tom Daley,2,147,93,5,100
UnFriends,1,892,78,68,26
Bar,1,81,93,11,55
Love Talk,1,113,53,14,93
The Metro,1,350,91,44,80
The Metro,2,95,93,7,100
-Dash,1,24,92,16,100
Sportlets,1,112,94,7,100
Money Barn,1,25,82,8,38
Downtime,1,48,69,20,100
iDot,1,52,75,9,89
The Kink!,1,12,75,13,38
Gay Life,1,163,95,6,100
Gay Life,2,94,97,7,100
Gay Life,3,96,98,5,100
Gay Life,4,65,95,8,100
Sienna,1,61,61,5,60
The Food Chain,1,2153,88,43,63
Bravo,1,14,86,7,71
Kingdoms,1,459,97,14,93
Kingdoms,2,159,94,7,100
La Sala,1,393,83,14,100
La Sala,2,239,90,12,92
Dold,1,332,72,25,56
Jame' Salem,1,25,65,10,80
Comet san,1,2042,90,101,96
Comet san,2,776,88,68,92
Comet san,3,440,80,49,80
Caryl & Marilyn: Real Friends,1,79,47,16,50
American Pilot,1,195,72,74,86
Sing Date,1,2105,16,11,82
Zach King,1,544,87,28,71
Zach King,2,380,92,12,100
Zach King,3,356,89,10,90
Zach King,4,333,80,16,69
Zach King,5,494,79,13,100
Zach King,6,403,83,16,81
Zach King,7,376,79,13,77
Zach King,8,432,81,16,100
Sweat Hard,1,240,69,27,48
My Name Is,1,19,100,24,88
My Name Is,2,11,90,11,91
My Name Is,3,9,86,6,67
Ryder,1,12155,96,90,97
Ryder,2,6255,90,148,94
Ryder,3,5888,87,136,89
Couple,1,18,83,9,100
Blunt,1,131,88,35,54
Living with AIDS,1,487,83,75,81
The Blunders,1,337,74,24,83
Tipit,1,88,60,44,27
Jones & Co,1,116,83,80,94
Jones & Co,2,1890,66,86,83
Shaz and Trace,1,80,80,43,100
2Awesome,1,15,54,15,67
Health Wellness & Lifestyle TV,1,21,76,8,75
Gastown,1,58,86,39,64
Schulz & Böhmermann,1,13,75,8,38
Domingão,1,1762,62,63,76
Domingão,2,787,59,30,70
Domingão,3,502,78,6,84
Domingão,4,474,65,6,80
Domingão,5,312,43,9,55
Domingão,6,63,86,6,100
Mr. Jack,1,606,90,29,83
Mr. Jack,2,109,73,10,100
Trend,1,144,74,18,44
Buren,1,53,89,9,89
Fag,1,144,100,10,80
The Element,1,39,100,38,95
The Element,2,24,96,18,94
Ran,1,58,59,25,100
Pole Glam,1,30,70,27,59
John Macnab,1,25,92,7,100
Perfection,1,176,86,11,100
The Chain,1,25,94,15,100
Wet Nets,1,866,80,55,93
Wet Nets,2,27,62,32,75
Kudlow & Company,1,17,46,11,45
Martine,1,77,40,25,76
G Code,1,8,80,13,85
G Code,2,6,100,11,100
Adventure Camp,1,69,84,11,73
Grand hôtel,1,69,74,19,74
Scan,1,268,81,31,87
Scan,2,148,89,21,95
Scan,3,237,84,22,95
Scan,4,225,81,20,95
Scan,5,126,76,20,95
Scan,6,117,62,19,95
Scan,7,103,43,23,91
Arrows,1,2477,85,36,85
Arrows,2,2608,90,12,95
Arrows,3,2708,71,9,89
Arrows,4,2307,42,10,85
Arrows,5,1237,70,13,88
Arrows,6,766,51,7,64
Arrows,7,593,59,211,88
Arrows,8,283,72,120,91
Man Made,1,60,83,23,100
L.A.,1,14,93,13,100
Mi sha,1,108,66,18,50
Kiss & Tell,1,108,66,18,50
APB: With Troy Dunn,1,113,75,20,35
The Log,1,17,78,7,71
Gears and Tears,1,219,91,66,89
Megastar,1,94,88,11,91
Wall of Fame,1,80,66,7,86
Affinity,1,40,98,8,100
Affinity,2,18,100,6,100
Interested Anthony,1,13,100,5,100
Ages,1,11,64,16,81
Katie & Alex: For Better for Worse,1,66,87,7,100
Matsuko & Ariyoshi no ikari shintô,1,51,49,6,17
The Fridge,1,214,80,46,91
The Fridge,2,312,90,22,86
De cerca,1,597,96,23,100
De cerca,2,429,98,18,94
De cerca,3,402,97,10,100
De cerca,4,420,76,34,79
De cerca,5,302,64,52,56
Moore Please,1,25,48,6,83
The Station,1,45,78,29,55
Lance TV,1,15,80,11,73
Dragons,1,45,51,5,100
Mandala,1,7646,93,36,93
Mandala,2,336,91,77,89
Vacas,1,72,61,33,58
Repor,1,180,50,61,28
Turn & Learn ABCs: Super Simple,1,174,90,42,52
The Good Dish,1,27,85,8,100
The Span,1,10,40,12,75
Young Doctors,1,12,75,12,100
Young Doctors,2,5,60,6,67
Mediki,1,89,83,6,50
Runt,1,158,45,51,80
Turf,1,174,90,42,52
Fuine,1,100,62,17,24
The Sac,1,51,49,6,17
Delia,1,139,84,17,41
Delia,2,47,88,5,80
Music Hop,1,18,87,5,100
Bark-Off,1,226,70,20,50
In Fashion,1,72,65,13,85
Jamuary,1,909,79,50,84
Jamuary,2,272,84,14,86
Jamuary,3,124,79,9,78
Jamuary,4,113,78,12,92
State v.,1,321,66,43,28
Uptight,1,9,100,5,80
Citations,1,150,90,10,100
Livin',1,487,83,75,81
The Last Cast,1,118,58,9,56
Les b.R.A.V.,1,127,77,39,87
L-Ever,1,51,84,23,70
Dead & Gone,1,8,100,8,100
Soba Life,1,887,86,46,87
Soba Life,2,239,85,27,96
Soba Life,3,159,87,11,100
Raven's Quest,1,195,86,36,89
Sukces,1,263,83,82,88
Sukces,2,425,91,70,97
Roam,1,5,60,29,66
Jahti,1,704,92,48,71
Kontra,1,62,65,15,47
Be a Star,1,94,88,11,91
Black Mercy,1,151,91,39,97
The Poker Star,1,74,27,11,100
Kats & Co,1,80,79,22,91
The UN,1,85,78,79,75
EPIC WAR,1,114,85,5,80
Cold Diggers,1,20,60,21,57
So L.A.,1,206,77,30,90
A Date with...,1,2105,16,11,82
Curry Shop,1,21,67,11,91
Sciography,1,199,46,55,80
Rent Free,1,480,88,19,95
The Later Show,1,205,72,56,91
Family Style,1,482,95,29,100
Family Style,2,328,95,16,88
Family Style,3,316,97,13,92
Family Style,4,305,91,12,67
Family Style,5,404,91,10,90
Family Style,6,355,87,7,100
Family Style,7,196,85,6,67
Gran slam,1,56,79,47,49
State Affair,1,321,66,43,28
L'Anell,1,11,75,20,30
KINK'D,1,459,97,14,93
KINK'D,2,159,94,7,100
Jonathan,1,631,88,35,91
Mike & Ryan Talk About Games,1,153,93,11,82
Broad & High,1,546,93,23,96
Broad & High,2,339,93,21,100
Broad & High,3,173,91,22,100
Broad & High,4,138,79,23,100
Broad & High,5,106,71,27,100
Kyle & Corin Podcast,1,37,89,6,33
Slave,1,16,88,14,100
The Scott Seat,1,8885,94,53,30
The Scott Seat,2,2115,94,14,100
Grey & Blue,1,338,83,29,66
Grey & Blue,2,201,87,16,100
Grey & Blue,3,201,84,13,62
Grey & Blue,4,148,79,6,67
Grey & Blue,5,142,86,17,65
Grey & Blue,6,144,84,8,88
Grey & Blue,7,135,80,8,63
Grey & Blue,8,127,78,9,67
Grey & Blue,9,140,86,8,100
Grey & Blue,10,232,83,11,91
Grey & Blue,11,218,84,11,91
Grey & Blue,12,165,82,10,100
Grey & Blue,13,140,72,9,89
Grey & Blue,14,292,74,15,93
Grey & Blue,15,166,69,11,100
Grey & Blue,16,81,68,7,100
Día a Día,1,22,71,5,100
Gabrielle,1,100,62,17,24
Mr. Kill,1,606,90,29,83
Mr. Kill,2,109,73,10,100
Castleton,1,1216,91,25,80
Castleton,2,435,90,13,100
Castleton,3,283,83,16,100
Transforma,1,122,84,15,100
Joey TV,1,263,83,82,88
Joey TV,2,425,91,70,97
Ben's Menu,1,875,83,67,91
Árran,1,58,59,25,100
Frontal21,1,1037,47,27,100
Spinners,1,2187,87,41,90
Spinners,2,1427,81,33,97
Spinners,3,608,46,13,85
Deru Debu,1,367,90,20,85
Deru Debu,2,178,95,9,89
IfTv,1,37,92,33,73
Joe & Co,1,23,100,5,100
Young & Over Budget: House Hunters Spoof,1,59,69,12,58
Nick Fast,1,1412,62,36,65
Nick Fast,2,606,76,10,88
Nick Fast,3,589,69,8,88
Nick Fast,4,372,70,5,98
Nick Fast,5,134,71,13,99
Better Man,1,5180,95,69,97
Better Man,2,2258,96,31,97
Better Man,3,1576,96,39,97
Better Man,4,1287,95,36,99
Better Man,5,722,96,42,99
Striking Back,1,64,98,11,100
Striking Back,2,35,100,5,100
Striking Back,3,19,100,16,100
Hollywood Dream,1,811,76,126,57
Shorts Out!,1,436,91,17,59
Uragán,1,103,83,9,67
3 Love,1,857,87,59,97
3 Love,2,309,88,22,100
3 Love,3,231,90,22,95
3 Love,4,221,67,23,100
Hit the MARC,1,13,33,6,0
Walking Tour,1,226,26,21,38
Urix,1,8,86,35,17
"Music, Music, Music",1,230,80,32,75
Bohr,1,8,86,35,17
Horror Bites,1,855,88,45,82
Horror Bites,2,691,89,21,90
Horror Bites,3,454,93,21,95
Horror Bites,4,440,94,17,100
Horror Bites,5,495,90,21,100
With LOVE,1,113,53,14,93
Finné,1,11015,73,84,20
Finné,2,1617,70,47,55
Konversations,1,166,75,25,56
Kalla Fakta,1,1443,87,67,55
Jesus Then & Now,1,168,84,27,52
Gala de l'union,1,296,93,55,93
Dolan Dark,1,4119,92,45,89
Dolan Dark,2,2749,97,29,100
Dolan Dark,3,2457,95,29,97
Dancin' the Dream,1,45,81,18,61
Star Truk,1,2554,56,66,86
Musical,1,230,80,32,75
Election,1,19,69,7,43
Amercian Made,1,96,77,24,58
X:enius,1,262,91,30,83
X:enius,2,127,24,23,57
Chi?,1,339,76,46,87
Fosterland,1,49,49,27,81
Fliege,1,111,89,31,61
N N,1,132,65,30,60
Tova & Bente - Summer of '17,1,8,83,6,67
Jarl's,1,9,78,12,83
Being Heard,1,25,65,10,80
Teleráno,1,67,61,28,64
Music Zone,1,248,92,25,100
Young Marvels,1,8830,94,72,99
Young Marvels,2,7135,91,57,81
Young Marvels,3,3395,87,64,97
The Julies,1,355,99,24,92
Tons,1,11,91,9,78
Óptico,1,8,40,29,59
Casa natal,1,12156,96,90,97
Casa natal,2,6256,90,148,94
Casa natal,3,5889,87,136,89
Kai3,1,4864,95,47,100
Kai3,2,362,91,28,89
Star Act,1,2953,73,13,92
The Buddy Tapes,1,166,75,25,56
Kim,1,89,93,12,100
Defectors,1,64,98,11,100
Defectors,2,35,100,5,100
Defectors,3,19,100,16,100
Stop & Go,1,18,72,14,64
Ring,1,28,80,35,49
Flock,2,10,80,8,38
Flock,3,9,62,8,38
Flock,4,8,62,8,100
Flock,5,8,62,17,47
Anxt,1,2612,60,18,6
The Baby Race,1,80,80,43,100
For & Against,1,64,91,14,86
The Politics Show,1,39,62,12,75
SacFaddy,1,119,62,45,87
Oye,1,788,75,12,92
Oye,2,564,84,6,100
Oye,3,491,83,6,100
Oye,4,384,82,10,100
Right On,1,39,54,6,83
Dave's Place,1,749,93,46,76
Dave's Place,2,401,93,23,91
Dave's Place,3,169,94,23,96
Dave's Place,4,203,87,27,100
Odisea,1,21,76,8,50
Krelling,1,22,55,14,64
Billy the Kid,1,24,92,12,100
Jerry O,1,17,77,7,57
On The Mark,1,39,62,12,75
Maan,1,25,48,6,83
Fame: The Musical,1,57,69,11,82
The Alien,1,990,79,78,67
The Alien,2,123,85,17,82
Long Road Home,1,49,68,13,77
The Blue Whale,1,11,91,6,67
Barend & Witteman,1,16,50,19,53
Heureka!,1,71,91,17,59
Blocks,1,871,96,22,95
Blocks,2,129,85,9,100
Blocks,3,78,91,10,90
Peter live,1,131,82,47,64
Schmotts,1,748,89,26,65
Schmotts,2,278,95,6,100
Mr & Mrs Wolf,1,191,78,8,88
Liana,1,50,74,10,50
Canna Cribs,1,309,89,19,95
Canna Cribs,2,62,88,5,80
This Land,1,25,100,23,91
Xposure,1,12,60,6,100
Makro,1,48,94,17,76
Makro,2,51,92,8,75
Pautina,1,121,82,5,100
Gabrielle,1,102,62,17,24
Revolutions,1,118,49,55,55
Revolutions,2,195,81,14,79
Sacha show,1,8,80,13,85
Sacha show,2,6,100,11,100
Auction Squad,1,10,40,5,100
Nike,1,101,87,18,83
Alyx,1,51,90,18,83
Janko,1,220,79,29,86
The Elise & John Show,1,134,24,30,30
The Out,1,877,83,67,91
Rip & Renew,1,8,100,20,100
Aliah,1,1174,88,80,99
Brave World,1,199,81,53,45
Coffee & Cream,1,27,88,10,90
Cups,1,8,75,20,95
The Other Eye,1,37,81,32,97
The Other Eye,2,207,85,30,87
The Other Eye,3,43,88,12,92
The Other Eye,4,26,85,12,92
The Other Eye,5,26,77,6,100
Ultimate MC,1,23,71,7,57
Melodi,1,139,36,31,71
Free Time,1,382,82,59,83
MTV Bang,1,13,67,5,60
Mesternes mester,1,77,82,23,74
Mesternes mester,2,14,79,5,80
The Camps,1,226,26,21,38
Taking Off,1,101,92,22,100
The Planners,1,7,100,10,100
Regeneration,1,97,72,29,83
家，N次方,1,383,93,81,90
Magic Taxi,1,25,100,10,100
Marielena,1,4864,95,47,100
Marielena,2,362,91,28,89
Green Force,1,54,78,28,79
Daheim & unterwegs,1,232,90,15,60
Daheim & unterwegs,2,143,86,7,71
Anikó #show,1,30,58,7,100
Marisa,1,8,50,19,84
N E X,1,18,72,14,64
The Hui,1,4067,91,97,93
Reef Girls,1,348,75,39,36
Lukio_,1,78,48,19,37
Nase vorn,1,103,86,15,67
Porty,1,84,60,28,96
Splits,1,145,88,21,38
Tom Jones!,1,26,81,32,63
Tom Jones!,2,21,74,6,100
Wedry,1,389,91,34,76
Wedry,2,107,96,5,80
Anja & BS på afveje,1,120,94,12,92
Pelotón,1,10,90,8,38
Late Night Live,1,15,86,8,88
Hard Cash,1,748,89,26,65
Hard Cash,2,278,95,6,100
L'Aventure Robinson,1,50,92,6,100
Border Rico,1,99,65,12,50
Happy Home,1,90,76,19,53
The Dragon,1,558,92,11,100
The Dragon,2,131,95,6,100
The Dragon,3,140,93,7,100
Musicians,1,835,79,46,74
Musicians,2,397,90,22,91
Musicians,3,509,88,13,100
Musicians,4,145,77,29,93
Musicians,5,205,66,10,100
Oz,1,87,94,12,67
Oz,2,58,97,6,100
Oz,3,56,98,6,100
The Mass,1,7,100,10,100
David Atkins,1,52,90,37,70
David Atkins,2,355,94,11,100
David Atkins,3,325,94,13,92
David Atkins,4,461,95,15,100
David Atkins,5,24,88,12,92
David Atkins,6,24,83,10,100
David Atkins,7,194,92,8,88
David Atkins,8,379,79,7,100
David Atkins,9,222,58,11,73
David Atkins,10,168,52,5,40
Hitchpod,1,10,89,12,100
Dragtown,1,46,50,5,100
Liars & Legends,1,176,86,11,100
Star Town,1,434,42,40,65
Holy @#%*!,1,21,67,11,91
Re:view,1,78,100,15,87
Re:view,2,94,97,17,100
Re:view,3,23,73,18,100
Rudolph's Bakery,1,80,80,43,100
Cowboys & Injuns,1,142,96,22,100
Burando,1,84,60,28,96
Sultana,1,56,73,15,93
Ahora,1,44,88,6,83
Guest Shot,1,129,76,31,81
The Daily Share,1,27,88,7,100
Turnéen,1,49,63,8,100
The Pros & Cons: Dating White Men,1,41,90,11,55
Jim Chapman,1,461,75,38,63
Jim Chapman,2,383,77,11,100
Jim Chapman,3,544,82,11,100
Jim Chapman,4,565,81,12,100
Jim Chapman,5,541,79,14,100
60,1,63,78,5,80
Weddings,1,140,81,38,42
Oranges,1,2057,92,56,95
Oranges,2,1953,92,53,96
Oranges,3,1269,79,64,95
Oranges,4,1090,87,52,94
Oranges,5,631,73,49,71
Oranges,6,342,74,37,84
Oranges,7,279,75,40,98
Kimo,1,111,95,9,100
Kimo,2,29,93,9,100
Kimo,3,15,100,6,100
Wild Country,1,906,88,46,98
Shop Talk NG,1,50,76,5,60
Steven and Chris,1,11,91,6,67
Wild Rides,1,12,82,11,64
Musical 3,1,857,87,59,97
Musical 3,2,309,88,22,100
Musical 3,3,231,90,22,95
Musical 3,4,221,67,23,100
S.U.,1,26,73,26,58
Summer Days,1,867,80,55,93
Summer Days,2,27,62,32,75
Malice,1,77,90,6,100
American Sumo,1,867,80,55,93
American Sumo,2,27,62,32,75
Kumar,1,60,72,7,14
Glow,1,1449,90,104,94
Glow,2,681,90,83,98
Glow,3,207,78,64,86
The American Story,1,37,84,17,53
Crunch,1,41,98,8,100
Crunch,2,19,100,6,100
Loft,1,64,83,26,54
Loft,2,67,86,14,71
Loft,3,60,79,7,71
Loft,4,14,69,5,80
Ricky Dillon,1,56,91,26,85
Quitters,1,22,77,8,50
Shakin,1,88,94,5,100
Opson & psalmos,1,299,91,26,58
PuR,1,14,86,20,80
Incredible,1,12,75,8,75
Stokes,1,603,86,21,71
Karlos,1,233,90,15,60
Karlos,2,143,86,7,71
Alys Robi,1,20,44,23,65
Needs,1,129,76,31,81
James Bond & Friends,1,16,93,13,92
American King,1,732,85,47,94
American King,2,377,93,38,95
American King,3,305,88,31,100
Supernova,1,879,88,31,87
Supernova,2,640,93,6,100
Supernova,3,631,95,8,88
Supernova,4,589,94,8,100
Supernova,5,588,94,10,90
Supernova,6,550,80,6,100
Supernova,7,550,77,5,100
Supernova,8,573,78,9,67
Supernova,9,793,84,12,100
Supernova,10,1095,88,8,100
Supernova,11,664,81,10,90
Supernova,12,611,76,10,100
Supernova,13,550,78,7,100
Supernova,14,377,76,11,82
Supernova,15,205,75,5,100
War Torn,1,263,83,82,88
War Torn,2,425,91,70,97
Michelle & Andy's Big Day,1,245,60,16,81
Made in Star,1,44,88,6,83
Polèmic,1,20,76,11,100
Report,1,180,50,61,28
P.I.C.A.,1,2557,56,66,86
Jacky show,1,13,78,10,70
Spacer,1,2054,75,95,38
Novo Amor,1,19,84,5,100
Serebro,1,182,88,38,71
Flash,1,5056,89,63,92
Flash,2,2931,85,23,94
Flash,3,1580,65,23,85
Flash,4,1452,51,19,80
Flash,5,950,58,11,94
Flash,6,392,61,5,85
Rave Train,1,35,94,14,86
Alan Young,1,31,94,11,100
Nerd Shop,1,11,100,8,75
Main Stage,1,89,79,29,21
STAR News,1,434,42,40,65
Istories,1,84,51,35,40
Body Work,1,12,82,11,64
Informate,1,43,79,24,79
Prank Bank,1,745,98,32,94
Fauna,1,238,93,6,100
Fauna,2,65,97,6,100
Fauna,3,55,84,6,100
The Zone,1,739,38,88,70
The Zone,2,46,54,23,65
Studio D,1,12,92,66,74
Vice Trans,1,4483,95,42,86
Vice Trans,2,3783,97,35,97
Vice Trans,3,3646,98,35,100
Vice Trans,4,3090,99,34,100
Vice Trans,5,6370,98,97,97
One India,1,195,73,70,73
Pove Pora,1,887,86,46,87
Pove Pora,2,239,85,27,96
Pove Pora,3,159,87,11,100
Interns,1,461,75,38,63
Interns,2,384,77,11,100
Interns,3,545,82,11,100
Interns,4,565,81,12,100
Interns,5,542,79,14,100
Nix,1,78,85,18,61
The Documentary,1,629,95,56,96
Melanie,1,555,90,14,79
Melanie,2,303,95,15,100
Melanie,3,213,88,14,100
Melanie,4,144,98,8,88
Shatter,1,19,74,14,64
Dona Santa,1,16,83,13,100
Adam & Asmaa,1,22,71,5,100
The Royal World,1,228,26,21,38
Anatomy & Physiology: An Introduction,1,338,83,29,66
Anatomy & Physiology: An Introduction,2,201,87,16,100
Anatomy & Physiology: An Introduction,3,201,84,13,62
Anatomy & Physiology: An Introduction,4,148,79,6,67
Anatomy & Physiology: An Introduction,5,142,86,17,65
Anatomy & Physiology: An Introduction,6,144,84,8,88
Anatomy & Physiology: An Introduction,7,135,80,8,63
Anatomy & Physiology: An Introduction,8,127,78,9,67
Anatomy & Physiology: An Introduction,9,140,86,8,100
Anatomy & Physiology: An Introduction,10,232,83,11,91
Anatomy & Physiology: An Introduction,11,218,84,11,91
Anatomy & Physiology: An Introduction,12,165,82,10,100
Anatomy & Physiology: An Introduction,13,140,72,9,89
Anatomy & Physiology: An Introduction,14,292,74,15,93
Anatomy & Physiology: An Introduction,15,166,69,11,100
Anatomy & Physiology: An Introduction,16,81,68,7,100
Antón,1,1245,91,29,83
Antón,2,203,74,8,38
Bon,1,237,80,14,71
Horse Play,1,61,97,18,72
Horse Play,2,60,96,7,100
Campeão,1,8,50,5,40
Egil & Barbara,1,398,84,46,91
Anjali,1,670,95,24,92
Artour,1,21,88,14,79
Titus & Fien TV: Vervelen Doen We Nooit,1,380,91,30,83
Titus & Fien TV: Vervelen Doen We Nooit,2,192,97,14,100
Titus & Fien TV: Vervelen Doen We Nooit,3,153,96,10,100
Titus & Fien TV: Vervelen Doen We Nooit,4,148,98,10,100
Titus & Fien TV: Vervelen Doen We Nooit,5,112,94,6,100
Titus & Fien TV: Vervelen Doen We Nooit,6,29,79,10,100
Flow!,1,58,78,20,95
McMayhem,1,805,84,98,86
Dora Dora,1,425,75,47,53
Dr. Acula,1,1090,57,54,70
Ipchi & Dipchi,1,18,69,5,100
Mancat,1,392,90,29,90
Mancat,2,105,95,13,92
Spul,1,16,56,12,67
Bozo,1,38,70,12,100
