Show,Season,User_Ratings,Audience_Score,Critic_Ratings,Tomatometer
Revive,1,78,100,15,87
Revive,2,94,97,17,100
Revive,3,23,73,18,100
Daisy & the Gumboot Kids,1,380,93,80,90
MOMtress,1,29,41,20,35
Marú,1,244,87,26,27
Jill and Jack,1,115,69,23,17
Stanfield,1,1867,91,74,97
Stanfield,2,712,87,64,98
The Road,1,13,33,6,0
Expats,1,1975,94,44,77
Expats,2,1252,97,21,95
Expats,3,1797,97,25,100
Expats,4,1445,94,33,100
The Jackson Show,1,1127,89,51,90
The Jackson Show,2,379,89,23,90
The Jackson Show,3,215,75,21,71
The Jackson Show,4,195,82,23,91
The Jackson Show,5,85,69,16,88
Rebound,1,807,94,39,100
Rebound,2,630,87,20,95
Second Chance,1,170,89,27,30
The Exorcists,1,969,92,53,79
The Exorcists,2,263,94,11,100
Diabolical,1,235,84,30,80
"Lost & Found, NY",1,102,98,31,94
"Lost & Found, NY",2,698,94,12,100
"Lost & Found, NY",3,647,93,17,71
"Lost & Found, NY",4,612,93,25,88
"Lost & Found, NY",5,592,87,21,90
"Lost & Found, NY",6,867,83,34,68
Hell Bent,1,167,84,40,70
Hell Bent,2,86,90,8,88
Hell Bent,3,52,86,11,100
Vanity Lair,1,65,91,37,89
Kid Talk,1,18,73,11,100
Domian,1,244,79,27,48
Domian,2,147,93,5,100
Drama School,1,230,80,32,75
Leon,1,167,87,25,88
Leon,3,57,89,8,100
The Grogs,1,109,85,12,67
Campen,1,105,18,51,27
Yeter anne,1,51,88,17,71
Wet & Waan,1,866,80,55,93
Wet & Waan,2,27,62,32,75
Midnights,1,452,88,28,61
The Merrick & Rosso Show,1,115,69,26,73
Aleksandra,1,120,82,5,100
Time Belt,1,65,55,28,29
Sound,1,153,91,8,38
Hood Deals,1,169,83,27,67
Nowa,1,130,70,32,78
Dark Winter,1,43,79,6,67
Love & Longitude,1,887,86,46,87
Love & Longitude,2,239,85,27,96
Love & Longitude,3,159,87,11,100
Cheerleaders,1,182,93,23,96
Dave & Ethan: Lovemakers,1,330,91,18,72
Gargoyle,1,17,93,7,100
Devolution,1,118,49,55,55
Devolution,2,195,81,14,79
Cold Wars,1,62,94,12,83
Cold Wars,2,973,91,7,100
Cold Wars,3,50,96,6,100
Cold Wars,4,104,99,7,100
Cold Wars,5,920,92,14,100
Cold Wars,6,45,87,9,100
Cold Wars,7,961,83,7,100
Cold Wars,8,1435,79,26,88
Cold Wars,9,1023,82,17,90
Cold Wars,10,915,69,13,88
Cold Wars,11,8147,20,41,90
Cold Wars,12,3750,16,8,78
Treadwater,1,21,48,24,88
Dr. Good,1,2153,88,43,63
Becky & Barry #theactorslife,1,77,91,8,100
Becky & Barry #theactorslife,5,38,95,9,89
Becky & Barry #theactorslife,6,39,95,5,100
Becky & Barry #theactorslife,7,35,89,10,100
Becky & Barry #theactorslife,8,70,93,10,90
Becky & Barry #theactorslife,9,25,86,17,100
Remee & Mathilde,1,59,64,33,42
Antônia,1,2153,88,43,63
Godless,1,1713,85,78,85
Jane Eyre,1,77,79,16,69
Match Game,1,7,80,11,82
Me & Zooey D.,1,105,89,24,63
Valve,1,29,67,18,72
Brick,1,95,62,7,0
Epic Earth,1,8,100,5,100
Time & Place Webseries,1,37,95,8,100
Trent & Tilly,1,28,82,11,91
The Circle,1,109,71,16,81
The Mint,1,99,70,31,45
Muppets,1,49,55,51,69
Amazon,1,171,85,63,75
Over There,1,11,50,6,33
Everybody Hapi,1,19,100,23,91
Everybody Hapi,4,14,91,6,100
Weird Love,1,37,63,25,44
The Great Bong,1,85,32,40,68
Ámbar,1,245,87,26,27
The Greats,1,358,84,77,88
After,1,963,93,45,73
After,2,342,85,29,76
Blood Song,1,103,86,6,50
Mock & Sweet,1,36,93,14,100
Mock & Sweet,2,21,85,8,100
Mock & Sweet,6,18,88,6,83
Mock & Sweet,8,24,96,11,82
Power Couple,1,144,72,29,48
24Inside,1,117,91,6,50
Capricho,1,59,84,27,81
Manhattan Love Story,1,88,60,44,27
Chills,1,1524,80,103,91
Chills,2,553,76,43,81
Chills,3,378,62,29,90
The Intern,1,83,70,12,75
Deranged,1,49,92,6,100
Deranged,3,66,95,10,90
Connected,1,5,100,5,100
Beyond Fact,1,18,91,7,100
Fellini,1,648,95,24,92
Hecht & Haie,1,141,83,24,96
Medix,1,201,74,13,92
Moto kare,1,112,81,20,45
Cash Dome,1,625,94,33,82
Cash Dome,2,535,91,34,97
Cash Dome,3,378,85,29,100
Cash Dome,4,151,86,15,100
Cash Dome,5,83,84,13,100
Flukt,1,148,69,42,57
Lingo,1,63,65,11,36
Tygo Road,1,23,59,20,80
Tygo Road,5,9,67,5,80
Tygo Road,7,9,67,5,40
The Woman,1,20,60,20,80
Camp Fire,1,866,80,55,93
Camp Fire,2,27,62,32,75
EveRIAthing,1,67,91,17,94
Wolf,1,54,64,13,77
Jokebook,1,12,75,12,100
Jokebook,2,5,60,6,67
Lost Girls,1,70,93,13,69
Lost Girls,2,41,92,5,80
Lost Girls,3,39,76,5,80
Lost Girls,4,84,57,6,33
The Mission,1,758,91,32,91
The Mission,2,548,91,26,96
Kunst & Krempel,1,89,78,46,85
Toast,1,11,91,9,78
Bingo & Molly,1,62,67,28,100
W.H.I.P.s,1,401,79,36,78
Front,1,299,78,22,50
Front,2,90,86,5,100
At Home,1,75,81,15,100
At Home,2,19,73,5,100
Missing Children,1,14,64,18,94
Sveriges bästa,1,52,80,16,94
The Arena,1,364,86,23,52
The Arena,2,244,88,11,82
The Arena,3,262,86,13,69
Bendy,1,13,75,8,38
Now!,1,130,70,32,78
Book Boys,1,17,78,7,71
Live Bomb,1,13,92,13,69
Insider,1,117,91,6,50
Amateurs,1,571,68,42,52
Amateurs,2,338,77,12,92
Amateurs,3,138,36,5,40
Goth Girl,1,200,70,21,57
Goth Girl,2,60,64,7,57
Blob,1,38,84,5,80
Balta,1,175,96,9,100
I Am,1,777,85,67,87
House of Card,1,382,97,19,84
House of Card,5,240,97,12,100
House of Card,6,208,93,13,92
House of Card,8,344,92,13,85
Dark Nights,1,322,77,8,88
Vlog,1,49,55,51,69
Dinamita,1,223,78,37,95
Dinamita,2,26,76,16,100
Bogart,1,85,32,40,68
Happy Ending,1,757,94,35,80
Happy Ending,2,207,84,8,88
The Most,1,8,75,11,73
Contrasts,1,62,65,15,47
The Ren & Stimpy Show Reboot,1,22,91,12,100
Good Girl,1,393,89,51,63
Good Girl,2,197,90,8,100
Good Girl,3,85,56,6,100
Kappa & Croissants,1,5,100,5,80
Trial,1,16,81,14,86
On Hold,1,73,81,37,76
The Spinners,1,2187,87,41,90
The Spinners,2,1427,81,33,97
The Spinners,3,608,46,13,85
Charley's Grants,1,8,20,8,100
Charley's Grants,11,97,47,47,45
Comedy Zone,1,5,40,5,80
Becky,1,77,91,8,100
Becky,5,38,95,9,89
Becky,6,39,95,5,100
Becky,7,35,89,10,100
Becky,8,70,93,10,90
Becky,9,25,86,17,100
Wham,1,679,95,70,94
Wham,2,434,93,30,100
Simms & Lefkoe: The Show,1,21,79,8,75
Making Of,1,101,92,22,100
Wallies,1,37,57,10,50
Dark Sand,1,807,94,39,100
Dark Sand,2,630,87,20,95
The King,1,12,75,13,38
The King,9,10,70,14,86
Maria,1,164,89,15,93
iN Deep,1,128,81,5,60
Dancing High,1,45,81,18,61
River,1,323,95,14,100
CMT Made,1,10,62,7,57
BOTB Comedy,1,243,58,13,54
The Theater,1,566,92,28,100
White Ninja,1,78,73,7,57
The Well,1,134,24,30,30
Lifted,1,1012,75,54,76
Lifted,2,316,65,12,83
StartUp,1,261,91,14,36
Bingo,1,62,67,28,100
True Crimes,1,58,86,39,64
The Internet Show,1,27,93,9,100
Mama Rosa,1,337,79,36,94
Cars,1,27,88,10,90
Cars,10,21,67,8,63
Cars,11,15,60,6,100
American Koko,1,15,100,7,71
This Way Up,1,25,100,23,91
The Lost King,1,2114,93,31,87
The Lost King,2,507,97,7,86
The Lost King,3,487,97,7,100
Sleep,1,555,84,50,74
Sleep,2,498,77,15,100
Sleep,3,142,69,11,55
PROV,1,113,63,18,28
Imperfect,1,74,76,13,62
The Adventurers Club,1,79,80,43,100
Next Stop for Charlie,1,16,69,14,64
Fair & Square,1,65,91,37,89
Kaslan,1,238,96,32,100
Ben and Thomas,1,128,99,13,100
The Homes,1,18,11,7,86
MotherLoad,1,438,96,16,69
Lindsay,1,16,38,15,27
Cooperama,1,200,70,21,57
Cooperama,2,60,64,7,57
Schmidt & Pocher,1,1848,87,60,95
Schmidt & Pocher,2,479,84,32,100
Schmidt & Pocher,3,383,84,30,97
Schmidt & Pocher,4,321,75,32,94
Lost Angeles,1,30,63,30,70
Galería,1,612,95,33,100
The Bay,1,13,73,14,86
Sandy & Violet,1,106,84,6,50
Amor mío,1,235,84,38,97
Amor mío,2,93,92,30,97
Made in,1,44,88,6,83
Faith & Food,1,26,65,15,100
Speeders,1,40,88,32,78
Seven & Half Cocktail,1,15,100,11,100
Work in Progress,1,90,68,27,100
Rep,1,189,95,19,53
Eliana,1,50,74,10,50
Judas,1,66,83,11,73
Rebellion,1,48,85,5,40
Late Knights,1,37,63,25,44
Money Power & Respect: The Series,1,50,61,27,44
Moths,1,438,96,16,69
Roots,1,19,57,9,78
Hillary Clinton,1,199,46,55,80
Carnation,1,150,90,10,100
Elmo,1,6,100,16,81
Candy Queen,1,5,100,7,100
Turf War,1,300,84,39,54
Turf War,2,237,97,10,90
Turf War,3,123,94,5,100
Turf War,4,77,90,5,80
Border Live,1,99,65,12,50
Midwives,1,104,91,21,95
Midwives,2,46,88,5,80
Midwives,3,74,96,8,88
Midwives,4,68,96,5,100
Midwives,5,23,88,5,80
Midwives,7,28,92,5,100
Midwives,8,14,89,6,83
Benner & Benner,1,605,91,29,83
Benner & Benner,2,109,73,10,100
Godziban,1,963,93,45,73
Godziban,2,342,85,29,76
Startalk,1,50,76,5,60
Slash,1,233,63,5,80
Slash,2,22,73,5,60
You and Me,1,284,88,35,83
Manic,1,9,33,5,100
Sapphic,1,109,71,16,81
Breakups,1,11,64,5,80
Magick,1,9,33,5,100
Last Night,1,81,77,35,80
1943,1,97,82,6,100
Rot,1,69,67,7,86
Happy & Love Forever,1,757,94,35,80
Happy & Love Forever,2,207,84,8,88
La Nina,1,457,91,37,78
La Nina,2,589,53,8,88
La Nina,3,254,53,5,80
Planets,1,7,100,10,100
Kai,1,4856,95,46,100
Kai,2,354,91,28,89
Redline,1,25,72,18,72
Norma,1,380,93,80,90
Louis Page,1,9,75,20,45
The Ray Martin Show,1,35,86,8,100
Lexi,1,83,96,9,100
Stationen,1,142,37,17,65
Man & Beast with Martin Clunes,1,20,88,13,92
The Joy Of,1,1035,94,77,88
And There's More,1,102,82,9,67
Marilyn,1,34,72,11,55
S&P Videos,1,436,91,17,59
Time Thrifter,1,200,70,21,57
Time Thrifter,2,60,64,7,57
New Money,1,119,60,6,100
ChanceTV,1,357,84,32,75
Texas Rangers,1,6,33,10,40
Morph,1,8,20,8,100
Morph,11,97,47,47,45
Nikui Rosh,1,332,52,51,67
Hope And Keen,1,11,82,7,86
McBusters,1,52,67,8,100
Yatra,1,370,62,38,95
Strömsö,1,157,90,20,65
Strömsö,5,433,96,6,100
Strömsö,6,423,96,6,100
Strömsö,8,419,96,7,100
Strömsö,9,448,88,5,20
Strömsö,10,663,95,22,86
Nicolife,1,13,67,5,60
The Lab,1,134,24,30,30
Discover,1,574,84,32,94
Abroad,1,5,100,10,100
Stockholm,1,161,78,39,74
Trapped,1,175,96,9,100
Tima i Toma,1,93,72,24,96
The Sight,1,43,79,29,55
Wildbach,1,117,73,34,94
Fifty,1,7,71,13,85
(Re)volt,1,246,95,41,73
Michael Jackson,1,193,95,24,100
Michael Jackson,2,122,97,30,97
Domino,1,244,79,27,48
Domino,2,147,93,5,100
Down & Out,1,89,76,14,71
Cine Smart,1,105,92,5,100
Cine Smart,2,71,97,5,100
Cine Smart,3,71,97,7,100
Cine Smart,4,71,93,15,100
Cine Smart,5,7,100,29,90
Hell Week,1,22,82,21,57
Hindsight,1,167,95,11,100
Comedy Club,1,95,84,5,80
BNow!,1,130,70,32,78
Spiken,1,207,74,61,85
Spiken,2,12,42,10,70
Emma,1,7,100,12,83
Holly,1,811,76,126,57
Naya Daur,1,1035,94,77,88
Waiters,1,219,82,23,74
Chow Masters,1,789,91,59,90
Chow Masters,2,445,92,44,98
Chow Masters,3,162,76,32,69
Chow Masters,4,72,88,10,80
In Other News,1,21,86,5,100
Marco,1,2483,93,45,33
Marco,2,764,94,6,100
Passengers,1,137,69,19,47
Truth & Justice: The West Memphis Three,1,40,88,32,78
Uncharted,1,26,77,7,86
Turner,1,170,89,27,30
Mischief,1,4062,91,97,93
Anna Says,1,130,82,47,64
King of Cones,1,40,18,28,21
Día a día,1,22,71,5,100
The Star Games,1,240,67,14,79
The Star Games,2,189,77,6,50
The Star Games,3,181,95,8,100
The Star Games,4,46,100,6,100
The Star Games,5,163,96,6,100
The Star Games,6,161,95,5,100
The Star Games,7,187,93,10,100
Dicki,1,241,90,64,75
Comedy Bar,1,1258,89,81,98
Comedy Bar,2,898,91,41,100
Sword & Laser,1,83,68,5,100
Truth,1,40,88,32,78
Dallywood,1,811,76,126,57
Dublin Murders,1,54,78,28,79
The Staircase,1,304,84,31,94
Trinkets,1,20,75,8,50
City on a Hill,1,73,81,37,76
Truth Be Told,1,111,72,29,31
Messiah,1,1889,88,28,46
Giri/Haji,1,132,88,22,100
Liar,1,6,67,28,54
Liar,2,6,33,11,55
Secret City,1,9,56,10,100
The Fugitive,1,12,50,9,22
Happy Valley,1,486,96,26,96
Happy Valley,2,172,96,28,100
Killjoys,1,468,83,17,82
Killjoys,2,129,93,5,100
Berlin Station,1,171,92,15,60
Pretty Little Liars: The Perfectionists,1,176,86,11,100
Looking,1,312,89,40,90
Looking,2,207,95,10,90
Love Island,1,38,32,12,50
Merlí,1,189,82,22,55
Deadly Class,1,517,92,36,64
AJ and the Queen,1,444,90,21,52
The Worst Witch,1,9,89,5,100
9-1-1: Lone Star,1,206,46,11,73
Perry Mason,1,302,75,82,76
The Affair,1,1127,89,51,90
The Affair,2,379,89,23,90
The Affair,3,215,75,21,71
The Affair,4,195,82,23,91
The Affair,5,85,69,16,88
The Resident,1,480,87,22,59
Bloodline,1,962,90,48,81
Bloodline,2,555,83,19,53
Bloodline,3,329,55,17,53
Locke & Key,1,908,68,61,66
Entourage,1,157,88,26,73
Entourage,2,111,92,11,73
Entourage,3,109,94,17,76
Entourage,4,107,80,10,70
Entourage,5,109,88,17,76
Entourage,6,100,79,10,60
Entourage,7,100,68,23,57
Entourage,8,169,72,28,46
Boy Meets World,1,11,80,11,64
Stargate: Atlantis,1,35,85,9,67
Stargirl,1,484,78,38,89
A Million Little Things,1,340,86,32,53
Lost in Space,1,2274,74,75,68
Lost in Space,2,818,85,12,83
Twin Peaks,1,1040,96,29,93
Twin Peaks,2,708,88,12,78
Twin Peaks,3,1938,83,96,94
Skins,1,19,18,24,46
Ryan Hansen Solves Crimes on Television,1,29,96,8,63
Black Dynamite,1,22,83,5,100
Bounty Hunters,1,658,95,24,92
Insecure,1,730,79,65,100
Insecure,2,310,72,41,98
Insecure,3,114,83,27,94
Insecure,4,66,88,20,95
The Kominsky Method,1,350,91,44,80
The Kominsky Method,2,95,93,7,100
Fuller House,1,690,73,50,36
Fuller House,2,112,74,6,50
Better Things,1,641,84,57,95
Better Things,2,231,88,26,96
Better Things,3,172,78,35,100
Better Things,4,37,86,13,100
Friends from College,1,892,78,67,25
Disenchantment,1,1022,75,89,62
The Righteous Gemstones,1,233,90,64,75
My Name Is Earl,1,19,100,24,88
My Name Is Earl,2,11,90,11,91
My Name Is Earl,3,9,86,6,67
Batman,1,59,82,19,95
Dave,1,331,91,18,72
Gilligan's Island,1,12,73,5,100
Fresh Off the Boat,1,706,87,52,90
Fresh Off the Boat,2,103,95,11,100
Fresh Off the Boat,3,45,80,9,100
Fresh Off the Boat,4,55,70,7,86
Eastbound & Down,1,134,91,20,65
Eastbound & Down,2,94,91,6,100
Eastbound & Down,3,86,90,8,100
Eastbound & Down,4,147,93,17,100
Dragon Ball,1,95,65,8,63
Forever,1,338,79,36,94
Carnivàle,1,26,85,23,57
Carnivàle,2,17,88,10,50
Camelot,1,50,61,27,44
Dead Like Me,1,23,95,16,69
Dead Like Me,2,15,93,6,100
The Mighty Boosh,1,10,89,6,100
Mystery Science Theater 3000,1,566,92,28,100
Voltron: Legendary Defender,1,1003,94,11,100
Voltron: Legendary Defender,2,432,96,5,100
Voltron: Legendary Defender,3,415,94,5,100
Voltron: Legendary Defender,4,394,79,5,80
Voltron: Legendary Defender,5,366,87,5,100
Voltron: Legendary Defender,6,743,90,5,100
Voltron: Legendary Defender,7,3055,75,5,100
Voltron: Legendary Defender,8,4260,6,7,86
Batman Beyond,1,59,82,19,95
The Rook,1,112,81,20,45
Vagrant Queen,1,325,80,8,100
Mixology,1,72,86,30,33
Boomerang,1,38,70,12,100
The Critic,1,6,100,12,83
The Critic,2,5,80,6,83
A to Z,1,123,65,48,67
Anne with an E,1,1241,91,29,83
Anne with an E,2,194,74,8,38
The Conners,1,589,39,54,93
The Conners,2,122,37,7,86
American Crime Story,1,1574,94,93,97
American Crime Story,2,1043,94,97,89
Castlevania,1,1215,91,25,80
Castlevania,2,434,90,13,100
Castlevania,3,282,83,16,100
Borgen,1,83,96,14,100
Borgen,2,36,100,6,100
Borgen,3,58,100,19,100
Dead to Me,1,479,93,50,86
Dead to Me,2,346,88,38,95
The Great,1,359,84,77,88
Everybody Loves Raymond,1,14,62,16,88
L.A.'s Finest,1,100,62,17,24
Merlin,1,189,82,22,55
PEN15,1,228,87,47,94
PEN15,2,69,78,34,100
The Magicians,1,835,79,46,74
The Magicians,2,397,90,22,91
The Magicians,3,509,88,13,100
The Magicians,4,145,77,29,93
The Magicians,5,205,66,10,100
iZombie,1,1448,89,53,91
iZombie,2,492,89,14,100
iZombie,3,293,85,10,100
iZombie,4,213,72,12,92
iZombie,5,81,64,7,71
Roseanne,1,22,67,18,89
Roseanne,2,11,82,5,100
Luther,1,545,92,23,91
Luther,2,336,92,13,100
Luther,3,292,94,25,88
Luther,4,343,88,14,79
Luther,5,33,70,40,85
Take Two,1,201,90,15,67
Samurai Jack,1,63,91,5,80
The Head,1,141,72,12,42
McMafia,1,182,88,38,71
Reprisal,1,189,95,19,53
Freud,1,23,39,13,54
What/If,1,59,64,33,42
Keeping Faith,1,26,65,15,100
The Widow,1,8,88,28,57
The Unit,1,11,70,22,68
Unsolved Mysteries,1,77,82,23,74
Unsolved Mysteries,2,14,79,5,80
Lincoln Rhyme: Hunt for the Bone Collector,1,63,65,11,36
The Valhalla Murders,1,60,78,6,83
Bulletproof,1,23,91,5,60
Abhay,1,79,47,16,50
Hightown,1,63,51,20,80
Imposters,1,336,87,13,92
The 4400,1,13,100,10,90
Lilyhammer,1,232,90,15,60
Lilyhammer,2,143,86,7,71
The Tunnel,1,146,71,6,83
Making a Murderer,1,1961,96,42,98
Making a Murderer,2,2706,99,41,71
Resident Evil,1,480,87,22,59
South of Hell,1,11,44,5,0
Darknet,1,43,79,6,67
My Mad Fat Diary,1,10,88,12,92
Noughts + Crosses,1,14,14,26,73
"Ed, Edd n Eddy",1,21,95,8,63
Green Eggs and Ham,1,65,92,8,100
Crossing Swords,1,64,86,14,21
Given,1,52,69,9,56
The Detour,1,215,87,27,81
The Detour,2,53,85,6,100
Reaper,1,9,57,24,100
The Young Indiana Jones Chronicles,1,9,78,11,64
The Young Indiana Jones Chronicles,2,6,83,10,90
Deep State,1,84,79,11,55
Flashpoint,1,20,75,20,35
Deputy,1,174,61,15,40
The End of the F***ing World,1,4032,91,52,96
The End of the F***ing World,2,577,89,35,91
Eureka,1,71,91,17,59
New Amsterdam,1,53,79,32,34
Warrior Nun,1,656,74,33,70
Madam Secretary,1,375,83,52,67
Oz,1,85,94,12,67
Oz,2,56,96,6,100
Oz,3,54,98,6,100
A Series of Unfortunate Events,1,1654,82,70,94
A Series of Unfortunate Events,2,331,88,17,94
After Life,1,967,93,45,73
After Life,2,343,85,29,76
Siren,1,480,88,19,95
The Stranger,1,335,74,24,83
For All Mankind,1,338,86,52,73
CSI: Miami,1,23,59,20,80
GLOW,1,1449,90,104,94
GLOW,2,681,90,83,98
GLOW,3,206,78,64,86
Atypical,1,966,95,41,73
Atypical,2,396,97,8,88
Atypical,3,272,93,6,100
Haven,1,63,85,26,35
Northern Exposure,1,12,60,6,100
Ramy,1,236,84,38,97
Ramy,2,94,93,30,97
Moonbase 8,1,8,38,21,57
Catastrophe,1,1497,93,40,100
Catastrophe,2,300,90,34,100
Catastrophe,3,121,97,42,100
Catastrophe,4,74,87,40,95
Gavin & Stacey,1,5,100,9,100
Social Distance,1,5,80,11,55
Patriot,1,380,95,28,82
Patriot,2,83,85,11,100
Master of None,1,3281,89,66,100
Master of None,2,1386,91,60,100
Deadpool,1,286,96,39,85
Deadpool,2,164,99,25,96
Deadpool,3,189,93,38,95
Sonic the Hedgehog,1,23,91,5,40
Panty & Stocking with Garterbelt,1,84,60,28,96
The Feed,1,78,73,7,57
Alphas,1,27,68,33,73
Alphas,2,35,85,9,89
Caprica,1,59,84,27,81
Stitchers,1,239,84,16,25
Utopia Falls,1,267,92,14,43
The InBetween,1,88,97,9,67
Between,1,218,53,18,22
Powers,1,144,72,29,48
Osmosis,1,69,71,5,100
Limetown,1,9,100,13,69
C.B. Strike,1,54,91,19,84
Hanna,1,384,84,39,67
Hanna,2,201,75,15,93
Deadwood,1,286,96,39,85
Deadwood,2,164,99,25,96
Deadwood,3,189,93,38,95
Gomorrah,1,309,89,19,95
Gomorrah,2,62,88,5,80
Call My Agent!,1,41,97,7,100
The IT Crowd,1,48,87,12,75
Shameless,1,52,90,37,70
Shameless,2,355,94,11,100
Shameless,3,325,94,13,92
Shameless,4,461,95,15,100
Shameless,5,24,88,12,92
Shameless,6,24,83,10,100
Shameless,7,194,92,8,88
Shameless,8,379,79,7,100
Shameless,9,222,58,10,70
Shameless,10,168,52,5,40
Star Wars Rebels,1,787,75,12,92
Star Wars Rebels,2,563,84,6,100
Star Wars Rebels,3,490,83,6,100
Star Wars Rebels,4,383,82,10,100
My Next Guest Needs No Introduction with David Letterman,1,128,76,31,81
Married,1,70,64,36,56
Dinner Mate,1,2187,87,41,90
Dinner Mate,2,1427,81,33,97
Dinner Mate,3,608,46,13,85
William and Mary,1,192,82,42,50
Marry Me,1,175,69,51,78
The Little Drummer Girl,1,272,77,67,95
CSI: Cyber,1,196,35,32,34
The Break,1,245,60,16,81
Jett,1,85,91,17,94
Homicide: Life on the Street,1,8,100,10,100
Deutschland 83,1,1042,92,36,94
Deutschland 83,2,16,62,12,100
I Am the Night,1,195,73,70,73
Instinct,1,166,66,26,54
Briarpatch,1,84,89,28,79
Aquarius,1,222,61,47,55
Aquarius,2,50,86,5,100
American Vandal,1,1322,89,48,98
American Vandal,2,580,92,48,98
Interrogation,1,8,88,14,57
Body of Proof,1,16,50,19,53
Tidelands,1,239,86,13,77
"Midnight, Texas",1,452,88,28,61
Dinosaurs,1,7,86,15,93
Fi,1,8,62,13,85
Confess,1,51,92,17,100
The Collection,1,76,95,12,42
Love on the Spectrum,1,22,91,11,100
Intruders,1,85,67,23,39
Daniel Boone,1,189,79,37,62
The Venture Bros.,1,41,90,11,55
Galavant,1,583,88,40,78
Galavant,2,286,97,11,100
Cloak & Dagger,1,1276,73,54,89
Cloak & Dagger,2,214,72,7,86
Graceland,1,49,85,32,72
Graceland,2,70,81,5,100
Tyrant,1,269,80,54,59
Tyrant,2,215,93,11,73
Tyrant,3,107,62,6,50
Young Wallander,1,58,71,12,58
Sneaky Pete,1,1401,92,31,97
Sneaky Pete,2,283,93,12,92
Sneaky Pete,3,115,87,5,100
90210,1,38,39,21,48
Halt and Catch Fire,1,749,93,46,76
Halt and Catch Fire,2,401,93,23,91
Halt and Catch Fire,3,169,94,23,96
Halt and Catch Fire,4,203,87,27,100
Pose,1,597,86,81,96
Pose,2,165,89,39,97
Top Boy,1,50,92,6,100
Safe,1,458,76,24,71
Kingdom,1,459,97,14,93
Kingdom,2,159,94,7,100
Boston Legal,1,23,100,23,83
Greek,1,18,50,10,50
Dragon Ball Super,1,95,65,8,63
Kidding,1,407,85,77,77
Kidding,2,79,89,10,100
The Mary Tyler Moore Show,1,5,80,6,83
Transparent,1,1021,90,59,98
Transparent,2,324,86,42,98
Transparent,3,171,75,37,100
Transparent,4,51,69,21,90
Transparent,5,14,64,23,65
Royal Pains,1,17,58,27,70
Alexa & Katie,1,66,87,7,100
The Royle Family,1,9,33,13,69
Girlfriends' Guide to Divorce,1,222,76,21,81
Drunk History,1,36,91,17,59
Young & Hungry,1,58,71,12,58
Dollface,1,328,72,25,56
Dream Corp LLC,1,19,82,5,100
Final Space,1,1021,95,10,70
Hot in Cleveland,1,15,77,30,73
Hot in Cleveland,2,9,71,6,83
Woke,1,84,61,41,76
Other Space,1,239,89,13,85
Weird City,1,80,75,25,84
Frequency,1,160,88,26,77
Japan Sinks: 2020,1,43,63,12,67
Extant,1,388,61,42,81
Extant,2,104,62,11,73
The Avengers: Earth's Mightiest Heroes,1,8,100,5,100
Silicon Valley,1,1312,95,57,95
Silicon Valley,2,695,95,23,96
Silicon Valley,3,585,94,24,100
Silicon Valley,4,400,92,34,94
Silicon Valley,5,220,87,28,89
Silicon Valley,6,131,90,18,94
Modern Love,1,172,85,63,75
Outer Banks,1,602,86,21,71
City Hunter,1,626,23,24,71
Baptiste,1,21,76,23,83
Vienna Blood,1,41,93,13,54
Rogue,1,25,83,8,38
The Woods,1,38,55,8,100
We Hunt Together,1,11,82,9,44
Shades of Blue,1,148,69,42,57
Camp,1,5,40,24,29
Hand of God,1,158,79,23,30
Love/Hate,1,82,59,27,96
Snatch,1,90,85,19,42
Sick Note,1,49,72,6,50
Murder in the First,1,124,83,23,70
Damnation,1,289,91,25,64
Devious Maids,1,57,75,29,72
Tru Calling,1,5,80,19,42
The Blacklist: Redemption,1,54,60,5,60
Teenage Bounty Hunters,1,659,95,24,92
All American,1,257,88,25,92
All American,2,47,62,6,100
King of the Hill,1,15,73,17,82
50 States of Fright,1,8,62,13,85
The Bold Type,1,503,88,29,97
The Bold Type,2,213,82,30,100
The Bold Type,3,55,90,9,100
The Bold Type,4,15,87,6,83
The Dark Crystal: Age of Resistance,1,1036,94,77,88
Greenleaf,1,91,78,21,81
The Deuce,1,891,85,89,93
The Deuce,2,563,82,37,99
The Deuce,3,60,83,17,88
I May Destroy You,1,291,72,75,97
Nikita,1,142,88,41,78
The Fosters,1,189,92,18,89
The Fosters,2,130,91,5,100
The Fosters,3,85,91,5,100
The Wonder Years,1,16,88,8,100
Cardinal,1,36,90,9,89
A Place to Call Home,1,10,71,5,100
Survive,1,26,73,26,58
Anthony Bourdain: Parts Unknown,1,13,100,5,100
Naked and Afraid,1,11,83,10,60
Bard of Blood,1,103,86,6,50
She-Ra: Princess of Power,1,3191,73,24,100
She-Ra: Princess of Power,2,309,90,13,85
She-Ra: Princess of Power,3,185,90,9,100
She-Ra: Princess of Power,4,209,94,11,100
She-Ra: Princess of Power,5,150,93,13,100
The Ren & Stimpy Show,1,24,92,12,100
Famous in Love,1,128,81,5,60
Violetta,1,345,87,29,59
Ryan's Hope,1,218,53,18,22
Being Mary Jane,1,25,65,10,80
Aggretsuko,1,125,96,25,100
Mr. & Mrs. Smith,1,191,78,8,88
The Baby-Sitters Club,1,79,80,43,100
Solar Opposites,1,206,77,30,90
Broad City,1,545,93,23,96
Broad City,2,338,93,21,100
Broad City,3,172,91,22,100
Broad City,4,137,79,23,100
Broad City,5,105,71,27,100
