Year,Show,Season,User_Ratings,Audience_Score,Critic_Ratings,Tomatometer
2016,Nientology,1,165,89,14,86
2019,The Carswell Show,1,1546,93,104,61
2020,Trka,1,122,84,15,100
2018,Boot Camp,1,61,79,34,85
2020,Dead,1,8,100,9,89
2017,Ryan & Tatum: The O'Neals,1,29,96,8,63
2019,Flick,1,35,97,18,67
2009,Lo's Angeles,1,30,63,30,70
2017,Chwarter Call,1,38,72,11,73
2015,Héroe,1,359,57,50,42
2017,Beyond the Headlines,1,141,72,12,42
2017,Superior,1,79,57,21,62
2019,Boys & Girls: The Series,1,3652,91,101,84
2020,Boys & Girls: The Series,2,1663,79,95,97
2017,Apb,1,113,75,20,35
1990,Twiz & Tuck,1,1041,96,29,93
1990,Twiz & Tuck,2,708,88,12,78
2017,Twiz & Tuck,3,1938,83,96,94
2018,Startoon,1,142,37,17,65
2014,Max and Lucy,1,211,74,51,24
2020,John Talks Star Wars,1,33,94,9,100
2019,Johan & Ondra,1,2572,98,95,96
2004,House of Drag,1,382,97,19,84
2017,Headliners & Legends with Matt Lauer,1,141,72,12,42
2015,Assari,1,3281,89,66,100
2017,Assari,2,1386,91,60,100
1999,Geek,1,238,96,32,100
2018,Blokken,1,678,62,33,82
2019,Miles and Ben,1,43,88,39,92
2013,Azilanti,1,64,58,13,62
2018,History Hunters,1,626,23,24,71
2015,Gala,1,583,88,40,78
2016,Gala,2,286,97,11,100
2017,The Post,1,36,96,22,64
2008,Anna Meyer,1,370,85,31,61
2009,Anna Meyer,2,281,90,18,89
2010,Anna Meyer,3,262,85,22,95
2011,Anna Meyer,4,230,80,17,76
2012,Anna Meyer,5,226,68,18,83
2013,Anna Meyer,6,239,49,17,47
2014,Anna Meyer,7,347,46,16,44
2013,A pèl,1,10,71,5,100
2017,The Vlog,1,449,92,24,42
2004,Lost & Found,1,104,98,31,94
2005,Lost & Found,2,699,94,12,100
2006,Lost & Found,3,649,94,17,71
2008,Lost & Found,4,613,93,25,88
2009,Lost & Found,5,593,87,21,90
2009,Lost & Found,6,868,83,34,68
2011,Comedy Zoo,1,464,85,38,87
2012,Comedy Zoo,2,313,88,18,89
2013,Comedy Zoo,3,402,83,16,94
2014,Comedy Zoo,4,360,87,11,100
2016,Comedy Zoo,5,201,80,6,100
2019,Planners,1,7,100,10,100
2019,Carolines Comedy Club,1,35,86,8,100
2017,Monte Calvario,1,1495,84,5,100
2018,Monte Calvario,2,278,88,5,100
2019,Monte Calvario,3,516,78,12,100
2020,Monte Calvario,4,152,71,8,75
1992,Bob the Series,1,84,100,19,95
2018,Swami,1,112,71,39,92
2017,Headliners,1,141,72,12,42
2020,World Race,1,10,50,10,90
2016,Startup,1,261,91,14,36
2016,Space Bro,1,182,75,37,35
2017,Sean's Shorts,1,142,96,27,78
2016,Nico,1,13,67,5,60
2019,Dol,1,334,72,25,56
2019,What the #Hack?!,1,681,95,70,94
2020,What the #Hack?!,2,437,93,30,100
2020,The Royal World,1,226,26,21,38
2020,Pypo,1,44,61,12,67
2020,K-Rise,1,17,59,24,58
1993,The Lane,1,12,73,11,91
2017,Comedy Convoy,1,166,87,13,62
2018,America To Me,1,62,67,28,100
2004,Tata Bolt,1,23,100,23,83
2017,Lily Live!,1,215,72,62,87
2018,The Hahns,1,120,61,6,100
2019,LunatiK,1,118,88,10,10
2020,Hollywool,1,811,76,126,57
2016,Rehne De,1,182,75,37,35
1996,Raymond & Miguel: Primera Clase,1,14,62,16,88
2013,Scrolling Back,1,2057,92,56,95
2014,Scrolling Back,2,1953,92,53,96
2015,Scrolling Back,3,1269,79,64,95
2016,Scrolling Back,4,1090,87,52,94
2017,Scrolling Back,5,631,73,49,71
2018,Scrolling Back,6,342,74,37,84
2019,Scrolling Back,7,279,75,40,98
2016,Better Late!,1,60,89,15,80
2005,Satirica,1,304,84,31,94
2016,Brad & Gary Go To...,1,170,89,27,30
2020,Brews & Books,1,64,67,10,40
2020,Flix,1,8,50,24,71
2009,Angelenos,1,30,63,30,70
2020,Chikas,1,94,88,11,91
2015,The Casuals,1,72,61,33,58
1975,Comedy Tower,1,38,97,13,100
1990,Beverly,1,9,88,5,60
2020,The Strange,1,337,74,24,83
1983,Sand Masters,1,16,73,7,100
2013,Feltworth,1,120,98,13,77
2020,Masakali,1,44,61,12,67
2016,Crime Inc,1,191,87,30,73
2020,Wannabes,1,7,71,5,80
2019,Whajt,1,681,95,70,94
2020,Whajt,2,437,93,30,100
2019,Repères,1,189,95,19,53
2018,Ruth and Lori,1,1278,73,54,89
2019,Ruth and Lori,2,216,71,7,86
2019,Ståupp,1,302,84,38,92
2013,Travel Bound,1,13,100,5,100
2015,Mean Love,1,405,88,33,82
2016,Mean Love,2,107,89,8,100
2017,Mean Love,3,60,85,13,100
2019,Stump,1,302,84,38,92
2017,Lonnie,1,53,76,30,53
2014,Silikon,1,1312,95,57,95
2015,Silikon,2,695,95,23,96
2016,Silikon,3,585,94,24,100
2017,Silikon,4,400,92,34,94
2018,Silikon,5,220,87,28,89
2019,Silikon,6,131,90,18,94
2013,Herocast,1,13,77,12,100
2013,Herocast,2,6,67,6,67
2014,Mike & Maty,1,153,93,11,82
2020,Max,1,144,100,11,82
2016,Jay Dyer,1,233,63,5,80
2017,Jay Dyer,2,22,73,5,60
2016,Scout & the Gumboot Kids,1,16,60,8,38
2018,Will Smith,1,90,93,12,83
2020,Krisse,1,17,59,24,58
2019,TURNT Up! Komedy,1,174,90,42,52
2017,Take the Mike,1,449,92,24,42
2013,Anthony Ant,1,13,100,5,100
2017,Dule,1,58,78,30,53
2018,Aggie,1,126,96,25,100
2016,This Is Me,1,1525,91,71,92
2017,This Is Me,2,597,83,25,92
2018,This Is Me,3,283,82,9,94
2019,This Is Me,4,107,87,10,90
2020,This Is Me,5,41,34,8,100
2018,Kevin Parry,1,62,67,28,100
2012,Coppers,1,26,81,32,63
2013,Coppers,2,21,74,6,100
2016,Pl4yboyz,1,37,84,17,53
2019,Stermann & Grissemann - Die ReLate Night Show,1,21,81,21,100
2018,Making of,1,101,92,22,100
2011,Askies!,1,219,68,38,79
2012,Askies!,2,116,78,21,81
2013,Askies!,3,107,79,13,77
2014,Askies!,4,245,66,8,88
2015,Askies!,5,123,56,10,70
2019,Hora H,1,1060,85,51,43
2020,Moo,1,17,59,24,58
2018,Chéri Coco,1,820,72,96,98
2020,Chéri Coco,2,149,58,45,58
2011,Boss!,1,82,90,37,76
2012,Boss!,2,57,96,21,86
2015,"Sex, Drugs & Murder: Life in the Red Light Zone",1,138,89,46,59
2016,"Sex, Drugs & Murder: Life in the Red Light Zone",2,76,89,8,63
2020,Clío,1,58,81,19,100
2017,The Weather Files,1,58,86,39,64
2019,Modern Romances,1,172,85,63,75
2018,Aubrey,1,1278,73,54,89
2019,Aubrey,2,216,71,7,86
1961,Blachman,1,5,80,5,100
2014,The Knight Shift,1,115,69,23,17
1984,The Tempestt Bledsoe Show,1,8,50,10,90
2011,Mirror,1,2532,93,16,98
2013,Mirror,2,1508,93,9,87
2014,Mirror,3,2292,93,65,86
2017,Mirror,4,1849,83,96,85
2019,Mirror,5,298,46,39,68
2020,Gente,1,115,77,23,91
1999,Family Bum,1,134,97,14,100
2008,Bob and Nick,1,13,92,13,69
2019,Uncharted Travel,1,26,77,7,86
2002,Csi Miami,1,23,59,20,80
2016,Splashie,1,233,63,5,80
2017,Splashie,2,22,73,5,60
2020,Magic,1,10,40,5,100
2004,House of Cars,1,382,97,19,84
2014,Almost Amy,1,44,94,12,75
2019,911,1,206,46,11,73
2017,Me & George,1,105,89,24,63
2015,XForts,1,416,80,43,93
2016,XForts,2,90,93,17,88
2019,Mr & mrs chinnathirai,1,191,78,8,88
2020,Luar,1,14,93,13,100
2019,The Red Fisher Show,1,25,72,18,72
2019,Almost Evil,1,97,93,17,24
2020,Dave & Ethan's Dating Game,1,331,91,18,72
2020,Plano X,1,9,100,9,78
2004,Carbone,1,104,98,31,94
2005,Carbone,2,699,94,12,100
2006,Carbone,3,649,94,17,71
2008,Carbone,4,613,93,25,88
2009,Carbone,5,593,87,21,90
2009,Carbone,6,868,83,34,68
2019,Join In!,1,132,83,15,73
2016,Love Crisis,1,887,86,46,87
2017,Love Crisis,2,239,85,27,96
2018,Love Crisis,3,159,87,11,100
2014,Jordan Hates,1,399,73,28,79
2015,Jordan Hates,2,175,60,6,83
1979,Soldiers,1,7,100,14,100
2017,Rise & Shine America,1,165,76,41,59
2015,Frech & Frei,1,706,87,52,90
2015,Frech & Frei,2,103,95,11,100
2016,Frech & Frei,3,45,80,9,100
2017,Frech & Frei,4,55,70,7,86
1994,Strassman,1,157,90,20,65
2020,The Nations!,1,16,69,15,100
2020,Down & Dirty,1,89,76,14,71
2018,Miss Misa,1,108,66,18,50
2020,Stop,1,18,72,14,64
2013,Mike and Stacey,1,163,95,6,100
2014,Mike and Stacey,2,94,97,7,100
2015,Mike and Stacey,3,96,98,5,100
2017,Mike and Stacey,4,65,95,8,100
2017,Happy & Lucky,1,757,94,35,80
2018,Happy & Lucky,2,207,84,8,88
2015,Shimmers,1,101,87,18,83
2008,The Book Place,1,50,98,9,100
2008,Breaking Band,1,4482,95,42,86
2009,Breaking Band,2,3783,97,35,97
2010,Breaking Band,3,3646,98,35,100
2011,Breaking Band,4,3090,99,34,100
2012,Breaking Band,5,6370,98,97,97
2020,One & Pun: A Nerd's Guide To Pop Culture,1,176,89,57,74
2017,Blood Feuds,1,566,95,94,91
2019,Goru goru,1,26,77,7,86
2016,Novistic,1,967,96,28,71
2017,Novistic,2,546,93,12,100
2020,Dark Survivor,1,26,73,26,58
2016,The Magickal,1,835,79,46,74
2017,The Magickal,2,397,90,22,91
2018,The Magickal,3,509,88,13,100
2019,The Magickal,4,145,77,29,93
2019,The Magickal,5,205,66,10,100
2010,The Awebngers,1,8,100,5,100
2001,Ingesson,1,85,87,23,96
2002,Ingesson,2,169,99,15,100
2020,Lena,1,9,44,19,84
2010,Meter Men,1,364,86,23,52
2012,Meter Men,2,244,88,11,82
2013,Meter Men,3,262,86,13,69
2007,Life on the Reef,1,5,80,20,55
1964,Agnes & Harold,1,8,71,6,100
2018,Alicia & Jerome,1,77,73,18,44
2011,Porcelandia,1,135,77,9,89
2012,Porcelandia,2,69,83,7,100
2012,Porcelandia,3,60,90,8,88
2014,Porcelandia,4,95,87,6,100
2015,Porcelandia,5,65,88,8,100
2019,La Parta,1,140,81,38,42
2017,The Villains,1,58,86,39,64
2012,Bedheads,1,43,96,26,100
2010,Rock Hero,1,8,100,5,100
2017,Bill & Plah,1,504,27,12,75
2013,Steven!,1,129,91,12,100
2015,Steven!,2,89,92,6,100
2016,Steven!,3,85,90,9,100
2016,Steven!,4,85,90,8,100
2017,Steven!,5,121,90,13,100
2019,Steven!,6,59,73,7,100
2018,Adam Mach,1,48,98,10,40
2018,Lauren & Armand,1,871,96,22,95
2019,Lauren & Armand,2,129,85,9,100
2020,Lauren & Armand,3,78,91,10,90
2016,Luci,1,2404,82,43,49
2016,Luci,2,1360,79,9,100
2017,Luci,3,1426,78,7,100
2019,Luci,4,859,85,8,100
2019,Luci,5,470,80,21,81
2018,Porcay,1,93,80,5,80
2018,Reshanism,1,347,78,10,80
2016,Tony and Cal,1,595,78,31,84
2017,Tony and Cal,2,382,84,6,100
2019,The Move,1,8,62,7,71
2000,Crime Scene,1,45,95,12,92
2018,Esther,1,68,79,13,62
2020,To dyari,1,89,76,14,71
2019,Olivia's Corner,1,230,80,32,75
2017,RI:SE,1,165,76,41,59
2020,Dragonna,1,46,50,5,100
2013,JES!,1,29,41,20,35
2018,NODE,1,18,100,5,100
2015,Nimkat,1,1294,83,55,78
2016,Nimkat,2,334,51,14,43
2019,Chapters,1,210,72,38,42
2017,The Eddie Files,1,58,86,39,64
2015,Fisga,1,84,90,10,100
2009,PemiK,1,110,83,51,63
2009,PemiK,2,103,86,21,81
2018,Vanita,1,65,91,37,89
2020,Osados,1,68,68,22,68
2015,Imarton,1,803,87,49,63
2017,Imarton,2,422,88,9,100
2018,Imarton,3,375,92,8,88
2008,The Spew,1,50,98,9,100
2011,Jokers Comedy,1,27,76,5,100
2011,Winded,1,16,50,19,53
2019,Infinite,1,40,98,8,100
2020,Infinite,2,18,100,6,100
2018,Our Show,1,244,50,25,32
2014,La forge,1,675,92,47,57
1988,Dabox,1,16,88,8,100
2018,Our Home,1,244,50,25,32
2012,Hall Stars,1,21,44,5,80
2016,Hall Stars,2,24,91,8,100
2018,Hall Stars,3,33,60,7,14
2018,Hall Stars,4,51,45,7,86
2017,The Mystery Files,1,29,96,5,60
2018,Camping de l'ours,1,105,18,51,27
1983,Gabe & Max Need Help,1,16,73,7,100
2018,Yash & Yvanna Show,1,19,69,7,43
2019,In/Between,1,88,97,9,67
2016,KIMkelly,1,1003,94,11,100
2017,KIMkelly,2,432,96,5,100
2017,KIMkelly,3,415,94,5,100
2017,KIMkelly,4,394,79,5,80
2018,KIMkelly,5,366,87,5,100
2018,KIMkelly,6,743,90,5,100
2018,KIMkelly,7,3055,75,5,100
2018,KIMkelly,8,4261,6,7,86
2007,Mindfield,1,26,82,12,67
2020,Light On,1,39,54,6,83
2010,The Avenue,1,8,100,5,100
2015,Wife Hacks,1,169,77,40,60
2020,Blah,1,302,75,24,46
2020,The Rig,1,47,77,29,55
2020,Mason & Diploma,1,304,75,82,76
2012,The Call Back,1,104,91,21,95
2013,The Call Back,2,46,88,5,80
2014,The Call Back,3,74,96,8,88
2015,The Call Back,4,68,96,5,100
2016,The Call Back,5,23,88,5,80
2020,Gleedo,1,159,45,51,80
2017,SuperPop,1,79,57,21,62
2018,Lucy's Slip,1,1524,80,103,91
2019,Lucy's Slip,2,553,76,43,81
2020,Lucy's Slip,3,378,62,29,90
2018,Milligan's Wake,1,187,72,40,78
2012,Henry,1,139,87,24,96
2016,Henry,2,287,76,19,100
2015,"Adam & Paul Save the Whole, Entire Apartment Complex",1,22,71,5,100
2020,Ad.vert,1,6,67,11,91
2019,Becoming YouTube,1,156,94,24,79
2012,Project Beth,1,149,85,53,81
2013,Project Beth,2,190,89,17,88
2014,Project Beth,3,177,90,12,83
2015,Project Beth,4,90,87,17,94
2016,Project Beth,5,33,89,5,80
2017,Project Beth,6,47,52,11,91
2010,H.O.T. TV,1,15,77,30,73
2011,H.O.T. TV,2,9,71,6,83
2019,What The?!,1,681,95,70,94
2020,What The?!,2,437,93,30,100
2014,The Deadly Ten,1,107,79,8,75
2013,Birth Day,1,13,86,7,100
1987,The Generation Frame,1,240,67,14,79
1988,The Generation Frame,2,189,77,6,50
1989,The Generation Frame,3,181,95,8,100
1990,The Generation Frame,4,46,100,6,100
1991,The Generation Frame,5,163,96,6,100
1992,The Generation Frame,6,161,95,5,100
1993,The Generation Frame,7,187,93,10,100
2016,Ruin History,1,48,85,5,40
2019,Jacques,1,9,100,5,100
2020,Anna K,1,131,82,47,64
2019,The O.C. Show,1,90,68,27,100
2017,Merge,1,606,90,29,83
2018,Merge,2,109,73,10,100
2007,Chuck & Joe,1,264,92,27,89
2008,Chuck & Joe,2,200,96,10,100
2010,Chuck & Joe,3,187,91,17,88
2010,Chuck & Joe,4,178,85,20,75
2011,Chuck & Joe,5,265,90,21,100
2020,Amber's Show,1,10,70,7,100
2020,S&M: Sara & Molly,1,436,91,17,59
2017,Immagina,1,47,56,22,27
2017,Menschen,1,264,88,63,62
2018,Menschen,2,146,89,7,100
2018,Take 2,1,201,90,15,67
2020,Outed,1,603,86,21,71
2019,Be a Man,1,25,100,23,91
2017,Me & My Cat,1,105,89,24,63
2016,Kept,1,128,67,15,67
2011,Grand Suburbia,1,44,93,35,83
2012,Grand Suburbia,2,30,96,12,92
2014,Grand Suburbia,3,56,78,8,100
2011,EnlighTEENed,1,100,87,29,79
2013,EnlighTEENed,2,75,93,22,95
2019,Why?,1,159,94,27,67
2019,Farzán,1,133,87,22,100
2020,L.O.L.,1,32,22,5,80
2018,Pic-Nic,1,124,59,53,79
1999,The Toppanos,1,705,97,26,100
2000,The Toppanos,2,438,99,16,94
2001,The Toppanos,3,396,99,11,100
2002,The Toppanos,4,370,97,11,91
2004,The Toppanos,5,366,98,13,92
2006,The Toppanos,6,458,97,37,89
2017,Ryan & Ruby,1,29,96,8,63
2008,The Cook,1,50,98,9,100
2018,Joe & Dave,1,23,100,5,100
2020,Lol@!,1,32,22,5,80
2004,Bozos,1,10,89,6,100
2018,The Kris & Scott Show,1,115,69,26,73
2019,Jessica & Krystal,1,35,80,18,72
2018,Posh Pawn,1,39,78,5,100
2020,Unboxing,1,86,78,79,75
2019,Comedy Four,1,25,48,6,83
2017,Wild Amazon,1,9,86,10,80
2018,Patriots & Porridge,1,149,75,15,100
2018,Raft,1,112,81,20,45
2015,The Daily Talk Show,1,391,56,54,78
1993,The Adventures of Jane & John,1,15,87,13,92
1994,The Adventures of Jane & John,2,9,78,5,80
2014,Hangry,1,138,84,7,43
2017,Banded,1,262,91,30,83
2018,Banded,2,127,24,23,57
2020,Page 6,1,122,39,8,88
2019,Mashed,1,114,50,25,52
2017,Zoe Moon,1,762,73,46,76
2016,Prison Love,1,887,86,46,87
2017,Prison Love,2,239,85,27,96
2018,Prison Love,3,159,87,11,100
2013,Black News,1,2057,92,56,95
2014,Black News,2,1953,92,53,96
2015,Black News,3,1269,79,64,95
2016,Black News,4,1090,87,52,94
2017,Black News,5,631,73,49,71
2018,Black News,6,342,74,37,84
2019,Black News,7,279,75,40,98
2016,Vidiot,1,52,75,9,89
2018,Nathaniel,1,43,95,10,80
2016,Food Detectives,1,967,96,28,71
2017,Food Detectives,2,546,93,12,100
2015,River Walks,1,323,95,14,100
2016,StartUP,1,261,91,14,36
2016,The Aftermath,1,165,89,14,86
2020,Next!,1,19,74,14,64
2017,Hardgrave,1,4936,80,63,78
2018,Hardgrave,2,2082,53,52,27
2019,Hardgrave,3,1383,44,18,11
2020,Hardgrave,4,717,54,12,25
2019,Calamar,1,237,84,38,97
2020,Calamar,2,94,93,30,97
2019,The Crust,1,1036,94,77,88
2020,Taste,1,16,69,15,100
2019,After Life,1,967,93,45,73
2020,After Life,2,345,85,29,76
2012,Cars & Guitars,1,27,88,10,90
2016,Flæsk,1,436,83,31,35
2014,The Roth Show,1,1127,89,51,90
2015,The Roth Show,2,379,89,23,90
2016,The Roth Show,3,215,75,21,71
2018,The Roth Show,4,195,82,23,91
2019,The Roth Show,5,85,69,16,88
2014,Titus & Fien TV: Vrolijke Vrijdagavond Show,1,380,91,30,83
2016,Titus & Fien TV: Vrolijke Vrijdagavond Show,2,192,97,14,100
2017,Titus & Fien TV: Vrolijke Vrijdagavond Show,3,153,96,10,100
2018,Titus & Fien TV: Vrolijke Vrijdagavond Show,4,148,98,10,100
2019,Titus & Fien TV: Vrolijke Vrijdagavond Show,5,112,94,6,100
2020,Titus & Fien TV: Vrolijke Vrijdagavond Show,6,29,79,10,100
2008,The Family Chase,1,50,98,9,100
2010,B.O.G.E.,1,83,96,14,100
2011,B.O.G.E.,2,36,100,6,100
2013,B.O.G.E.,3,58,100,19,100
2019,The Accidents,1,6,33,14,93
2018,Trader,1,25,80,11,91
2000,Boots Comedy,1,16,93,7,86
2012,The Weeds,1,149,85,53,81
2013,The Weeds,2,190,89,17,88
2014,The Weeds,3,177,90,12,83
2015,The Weeds,4,90,87,17,94
2016,The Weeds,5,33,89,5,80
2017,The Weeds,6,47,52,11,91
2018,Randum,1,58,59,25,100
2017,faMEus,1,128,81,5,60
2009,Minivers,1,40,71,29,59
2011,Minivers,2,34,52,20,40
2019,Marija,1,165,89,15,93
2018,Random Acts of Variety,1,58,59,25,100
2020,This Is P,1,176,89,57,74
2020,White Whines,1,82,59,27,96
2020,Vaulting,1,1025,61,93,87
2018,White & Black Comedy,1,28,47,19,53
2020,Anjali,1,666,95,24,92
2016,Love & Other Ingredients,1,887,86,46,87
2017,Love & Other Ingredients,2,239,85,27,96
2018,Love & Other Ingredients,3,159,87,11,100
2019,Y.U.L.,1,85,32,40,68
2017,Pyros,1,9,86,10,80
1987,The Star Next Door,1,240,67,14,79
1988,The Star Next Door,2,189,77,6,50
1989,The Star Next Door,3,181,95,8,100
1990,The Star Next Door,4,46,100,6,100
1991,The Star Next Door,5,163,96,6,100
1992,The Star Next Door,6,161,95,5,100
1993,The Star Next Door,7,187,93,10,100
2009,Harry Penn,1,110,83,51,63
2009,Harry Penn,2,103,86,21,81
2019,Living with You,1,487,83,75,81
2018,Blaine & Shirley,1,64,73,37,57
2015,Bona Fide,1,159,86,7,100
2016,Madden America,1,96,77,24,58
2014,Titus & Fien TV: Fandag 2020,1,380,91,30,83
2016,Titus & Fien TV: Fandag 2020,2,192,97,14,100
2017,Titus & Fien TV: Fandag 2020,3,153,96,10,100
2018,Titus & Fien TV: Fandag 2020,4,148,98,10,100
2019,Titus & Fien TV: Fandag 2020,5,112,94,6,100
2020,Titus & Fien TV: Fandag 2020,6,29,79,10,100
2018,Sebby & Dani and also Dan,1,3437,83,56,11
2008,Lag,1,21,90,17,100
2016,Any Given Wednesday with Bill Simmons,1,52,69,9,56
1999,Century,1,7,83,22,82
2016,Playbox,1,37,84,17,53
2018,Secession,1,263,83,82,88
2019,Secession,2,425,91,70,97
2020,Nora,1,97,69,31,81
2013,Attaché,1,212,97,6,83
2017,Attaché,2,185,96,7,100
2018,Attaché,3,177,94,6,100
2020,MOT,1,438,96,16,69
2020,Dispatches,1,161,73,37,86
2020,Trishna,1,9,44,20,80
2019,Locks & Quays,1,909,68,61,66
2011,Time Scanners,1,170,77,37,14
2012,Time Scanners,2,119,80,5,40
2013,Tal cual,1,16,43,25,36
2020,Rugby AM,1,232,50,21,57
2020,Neat,1,19,74,14,64
2018,Star Turn,1,122,83,23,30
2019,Star Turn,2,20,95,6,83
2019,Media Watch,1,574,84,32,94
2016,Falling,1,86,81,19,26
2018,Making of...,1,101,92,22,100
2019,Wayde & Brett's Underwater Explorers,1,279,98,11,100
2019,Black to Life,1,44,75,26,100
2017,The Crush,1,771,87,57,98
2018,The Crush,2,172,87,28,96
2019,The Crush,3,171,65,23,96
2020,The Crush,4,40,72,19,100
2016,The Manager,1,1663,89,65,91
2020,Rasus,1,77,91,7,86
2019,The Stagers,1,118,58,9,56
1992,Scanners,1,8,100,20,100
2017,Beyond A.D.,1,141,72,12,42
2015,Man on Earth,1,909,79,50,84
2015,Man on Earth,2,272,84,14,86
2016,Man on Earth,3,124,79,9,78
2017,Man on Earth,4,113,78,12,92
2017,The Kevin & Nikee Show,1,436,95,24,63
2020,Okay,1,781,85,67,87
2005,Gabby,1,138,95,17,59
2017,WISO,1,135,81,21,24
2020,Diary of a...,1,169,84,8,100
2014,Stevie,1,89,68,33,61
2018,HangUps,1,6,100,16,94
2020,Legenden,1,50,76,21,90
2019,American Eats,1,89,93,17,82
2015,Rock and Roll,1,138,89,46,59
2016,Rock and Roll,2,76,89,8,63
2016,Dotto,1,37,82,15,87
2018,The Method,1,350,91,44,80
2019,The Method,2,95,93,7,100
2016,Spades,1,148,69,42,57
2018,You & Me This Morning,1,1906,80,59,93
2019,You & Me This Morning,2,1158,83,41,88
2018,Nebby,1,3437,83,56,11
2019,Looking for Love,1,162,93,36,92
2016,Kick Start,1,299,91,26,58
1995,Golos,1,15,80,5,80
2016,Tich & Quackers,1,525,90,63,90
2019,Tich & Quackers,2,205,96,11,100
2015,Telenoche,1,67,61,28,64
2012,Star Racer,1,21,44,5,80
2016,Star Racer,2,24,91,8,100
2018,Star Racer,3,33,60,7,14
2018,Star Racer,4,51,45,7,86
2016,Clever,1,163,85,14,86
2016,The Experience,1,421,84,40,85
2017,The Experience,2,82,63,18,78
2019,Graf Spee,1,119,28,7,100
2018,Reversed,1,97,78,15,53
2017,Diversion,1,79,65,10,80
2020,Lovelife,1,130,82,47,64
2018,Kai,1,4861,95,46,100
2019,Kai,2,359,91,28,89
2017,U3000,1,566,92,28,100
2020,Scope,1,76,39,25,76
2019,Wham!!,1,681,95,70,94
2020,Wham!!,2,437,93,30,100
2020,JE,1,202,63,43,81
2015,Masters of War,1,3281,89,66,100
2017,Masters of War,2,1386,91,60,100
2015,Teen Nick,1,80,71,26,50
2020,Bounty,1,658,95,24,92
2019,Thwackers,1,11,55,7,86
2016,Ben Baller,1,1177,93,40,100
2019,Ben Baller,2,1192,93,94,100
2019,"Laura, Ben & Him",1,42,88,39,92
2020,The Reality,1,109,71,16,81
2015,The Barre,1,310,72,58,64
2019,Zona+,1,739,38,88,70
2020,Zona+,2,45,53,23,65
2013,The Cove,1,272,89,42,55
2014,The Cove,2,157,93,5,100
2019,GGconversations,1,166,75,25,56
2013,Grænseland,1,49,85,32,72
2014,Grænseland,2,70,81,5,100
2015,Crac Crac,1,75,39,48,63
1991,Bella Mafia,1,8,71,5,100
2020,The Gospels,1,465,89,27,93
2018,Costanza&Marilu,1,296,93,55,93
2018,Tom Snyder,1,217,60,5,40
2015,Toby,1,631,88,35,91
2016,Crossed,1,182,75,37,35
2015,Teletón,1,67,61,28,64
2007,Chuck & the First Peoples Kitchen,1,264,92,27,89
2008,Chuck & the First Peoples Kitchen,2,200,96,10,100
2010,Chuck & the First Peoples Kitchen,3,187,91,17,88
2010,Chuck & the First Peoples Kitchen,4,178,85,20,75
2011,Chuck & the First Peoples Kitchen,5,265,90,21,100
2017,Blackfish,1,54,60,5,60
2017,The Vote,1,449,92,24,42
2013,On the Mat,1,45,81,18,61
2019,LIV,1,487,83,74,81
2012,Jedi Camp,1,105,92,5,100
2013,Jedi Camp,2,71,97,5,100
2016,Jedi Camp,3,71,97,7,100
2017,Jedi Camp,4,71,93,15,100
2019,Jedi Camp,5,7,100,29,90
2020,Bounty,1,659,95,24,92
2016,Roadside,1,315,86,48,35
2012,Echt fett,1,2477,85,36,85
2013,Echt fett,2,2608,90,12,95
2014,Echt fett,3,2708,71,9,89
2015,Echt fett,4,2307,42,10,85
2016,Echt fett,5,1237,70,13,88
2017,Echt fett,6,766,51,7,64
2018,Echt fett,7,593,59,211,88
2019,Echt fett,8,283,72,120,91
2020,Rider,1,51,90,17,82
2018,The Martians and Us,1,271,63,38,42
2020,Neven,1,756,89,52,96
2018,Bingo America,1,62,67,28,100
2020,The Baker Sisters,1,79,80,43,100
2019,Boys,1,3643,91,101,84
2020,Boys,2,1652,79,95,97
2005,Supernytt,1,876,88,31,87
2006,Supernytt,2,638,93,6,100
2007,Supernytt,3,629,95,8,88
2008,Supernytt,4,587,94,8,100
2009,Supernytt,5,586,94,10,90
2010,Supernytt,6,548,80,6,100
2011,Supernytt,7,547,77,5,100
2012,Supernytt,8,570,78,9,67
2013,Supernytt,9,790,84,12,100
2014,Supernytt,10,1091,88,8,100
2015,Supernytt,11,660,81,10,90
2016,Supernytt,12,607,76,10,100
2017,Supernytt,13,546,78,7,100
2018,Supernytt,14,373,77,11,82
2019,Supernytt,15,198,76,5,100
2020,The Ploy,1,194,72,74,86
2017,Beinteha,1,6028,90,78,67
2019,Beinteha,2,1758,71,35,60
2019,The Last Hero,1,118,58,9,56
2019,Hack Live,1,44,75,26,100
2018,To Hell and Back,1,7,86,5,80
2017,Babyland,1,612,95,33,100
2019,Xenon,1,25,48,6,83
2007,Chuck & Danny's Road Trip,1,264,92,27,89
2008,Chuck & Danny's Road Trip,2,200,96,10,100
2010,Chuck & Danny's Road Trip,3,187,91,17,88
2010,Chuck & Danny's Road Trip,4,178,85,20,75
2011,Chuck & Danny's Road Trip,5,265,90,21,100
2015,Expats,1,1977,94,44,77
2017,Expats,2,1254,97,21,95
2018,Expats,3,1799,97,26,100
2019,Expats,4,1447,94,33,100
2020,Seekh,1,48,88,32,78
2019,Raising Fame,1,273,73,28,82
2018,Planet e.,1,38,92,17,88
2008,Germinal,1,90,86,34,76
2008,Germinal,2,99,88,16,94
